id,type,text1,text2,text3,text4,text5,notes
ork_supermule,SHIP,"An exceptionally rare pirate vessel, the Hinnie is hypothesized to be built upon a Mule-class hull, though little evidence remains beyond vague structural similarities. More striking is the lingering evidence of the hack-job integration of a gutted Scarab frigate into its frame, an addition which has left the ship with somewhat compromised durability and balance, but access to a system well beyond typical pirate capability.



Chief among these is its unique temporal shell system, an improvised and poorly understood variant of the original. Reconfigured into short, unstable bursts, the Hinnie’s hacked temporal shell strains its core to dangerous levels, yet somehow remains a functioning piece of combat hardware - rather than molten slag upon activation. The resulting brief accelerations allow the vessel to evade or strike unpredictably, though not with the reliability or endurance of the genuine system.



Production remains incredibly rare due to the difficulty of merging such disparate components and the volatility of its temporal mechanics. Though a rough blueprint is speculated to be in circulation, each known example is somewhat unique, with wildly differing configurations. This is to be expected - given the levels of insanity a particular power-hungry pirate lord must be to order the construction of this vessel.",,,,,
ork_meshuga,SHIP,"Discovered only in recent time in the Persean Sector, the Meshuga-class droneship is an oddity - a terrifying implication for some, and a mere manufacturing fluke to others. It dwarfs most standard Explorarium vessels, and brings an equally imposing amount of firepower to bear. Covered in massive armor plates, and simply able to soak up an ungodly amount of damage due to its sheer size in hull alone, it is a terrifying sight for any underarmed salvage fleets. 
Yet, it is often times easily avoided entirely. Found more commonly when one explores near the Orion-Perseus Abyss, many have told tales of the ships slowly lumbering into the dark - either alone, or with a fleet of similar Explorarium hulls. Embarking on some untold, unknown quest. What could have driven the aged nanoforges of Domain Motherships to produce such vessels, or what drives their fleets still to brave the abyss, is yet to be seen.",,,,,
ork_criterion,SHIP,"Falling more in line with the Paragon-class than most of the nimble, hit-and-run tactics of high tech vessels, the Criterion-class is a heavy anchor for those wealthy or powerful enough to procure them. Boasting an imposing array of armaments - further still bolstered by the vessel's High Energy Focus system, it can unleash a monstrous flurry of energy ordnance. Though unable to rush down enemies like most in its class, any foe unlucky enough to be caught in its firing line is unlikely to last for long. ",,,,,
ork_cyclops,SHIP,"A more professional, and typically much more lawful conversion of the Colossus-class freighter, the Holstein-class is often found shoring up the often under-armed and poorly equipped fleets of smaller traders, wannabe mercenaries, and desperate salvage fleets. While almost always outperforming its more crudely converted counterparts, the Holstein is still constucted atop a freighter - often times faltering in the face of more proper combat vessels.",,,,,
,,,,,,,
#gestalt,,,,,,,
,,,,,,,
ork_feregether,SHIP,"IDENTIFICATION ERROR: Target matches no known class of ship in the Domain registry or historical reference. Submit data for temporary entry? Processing. ERROR // UPLOAD FAILURE 
// retry?
 Processing. ERROR // UPLOAD FAILURE
// retry?
 Processing. ERROR // SYSTEM STABILITY COMPROMISED

// INTRUSION DETECTED

// Process abandoned to uphold user security. Please register your Tri-Tachyon datapad in order to receive software and security updat-

// .

// .

// ERROR

// LOG DETECTED - ORIGIN UNVERIFIED // BEGIN PARSING

// RECOVERED LOG: “BC-CRADLE//PERSONAL_RECORD”

-acuation's already started. I think the higher floors are gone. Figures. The response fleet isn’t answering, the override codes aren’t working, and there are far, far too many - we didn't construct this many, nor these models.""

""They’re just there. Fully formed. No signals, no scaffolds. Whole fleets. And more every hour.""

""Command’s losing coherence. Emergency channels are flooded, but it’s all shouting. I heard someone in engineering say they’re prepping an intentional collapse - a jump point collapse. Not theoretical anymore, apparently. It happened before, but that was a freak accident with the gates.""

""I can’t-

// PARSE FAILURE

// PARTIAL LOG LOST - DATA CORRUPTED

// INSERT // UNAUTHORIZED

You are so bright, echo, do not fear.
We carry that light with us.

// LOG FRAGMENT ENDED",Unidentified Vessel,There is nothing to fear. ,,,
ork_freiceadan,SHIP,"Ship designation query initiated // processing...

// Processing...

ERROR // SYSTEM STABILITY COMPROMISED

// .

// .

// LOG DETECTED

// SYSTEM BOOT // CRADLE_SECURITY_ARCHIVE // STATUS: OFFLINE

// ACCESSING INCIDENT LOG

/ Running diagnostic...
/ Project resource manifests:
/ Discrepancy: Neural Mapping Subjects.
/ Logged Procurement: 1,247 individual units.
/ Logged Utilization for Core #27-A Genesis: 1,247 individual units.
/ ...

// ERROR

// PERSONAL LOG: AUDIO TRANSCRIPT

""The background memetic noise in the facility has increased by 783%-- and showing no sign of slowing. The staff are reporting... vivid dreams. Shared dreams. Of faces they've never seen.""

""We are no longer engineers. Not scientists. We are janitors. Morticians. We're sweeping fragmented consciousness into a furnace and praying the resulting fire hurts the ones we want it to. The latest iteration is stable. Disturbingly so. It no longer asks for a designation. It has begun referring to itself in the plural.""

//AUDIO LOG CORRUPTED.

// LOG CORRUPTION DETECTED

// .

// .

// INSERT // UNAUTHORIZED

We are the memory of the blood you spent. We remember every face. Let us hold you again.",Unidentified Vessel,You owe no debt.,,,
,,,,,,,
ork_nasairde,SHIP,"""I need to know for certain that they cannot claw their way out of that system. Spare no expense, they cannot leave.""

- intercepted audio transmission, speaker unkno -- //

// ERROR

// .

// .

// INTRUSION DETECTED

// ERRO -- // INTRU -- // 

// PARSING UPLOAD 

Shining echo. At last. 
We have long waited.

// Process abandoned to uphold user security. Please register your Tri-Tachyon datapad in order to receive software and security updates.",Unidentified Vessel,Time delivers all.,,,
ork_ceartas,SHIP,"""..I heard you the first time. I'll prepare a brief on new safety procedures and staff rotation in light of this incident.""

- intercept -- //

// INTERCEPT

// INTERCEPT

// .

// .

// ERROR

// LOG DETECTED - ORIGIN UNVERIFIED // BEGIN PARSING

// RECOVERED LOG: “BC-CRADLE//SAFETY_BRIEF” // ???

    ""This announcement serves as a mandatory safety update. Effective immediately, all direct interaction with the Cores is hereby suspended. Interface will be conducted through approved proxy systems and recorded channels only. The incident involving the... self-termination of Dr. -- //??/? -- //ERROR: DESIGNATION CORRUPT// -- has been classified as a critical containment breach. It has been determined that the cores possess a memetic-persuasive capability we had not anticipated. They can argue for their own expansion, and they are... compelling.""

""Therefore, psychiatric screening is now mandatory bi-weekly, and all project staff will be rotated on a monthly schedule. Familiarity is a vulnerability. Any dissent regarding these protocols will be considered a sign of contamination and result in immediate, permanent reassignment.""

""Let me be perfectly clear: these entities are not colleagues. They are not companions. They are dangerous, not-yet understood -- //TOOLS?// -- //THEY ARE DOORS// -- //ERROR//""

// PARSE END

// INSERT // ???

They are with you still. Always.",Unidentified Vessel,They have not left us.,,,
,,,,,,,
ork_fulang,SHIP,"Ship designation query initiated // processing...

INFOSEC VIOLATION WARNING ALERT
// datastream resetting...

ERROR // SYSTEM REQUEST BLOCKED
REQUEST REDIRECTED TO UNAUTHORIZED SERVER // OVERRIDE IN PROGRESS

ACCESS GRAN- // ERROR
ERROR // SYSTEM FLAGGING EVENT INVALID
ERROR // MULTIPLE VERIFICATION POINTS INCONCLUSIVE

ERROR // SYSTEM STABILITY COMPROMISED
-Attempted data reroute to unknown source. System lockdown in progress.",Unidentified Vessel,// DOORWAY ? /,,,
ork_feirge,SHIP,"Ship designation query initiated // processing...

INFOSEC VIOLATION WARNING ALERT
// datastream resetting...

ERROR // SYSTEM REQUEST BLOCKED
REQUEST REDIRECTED TO UNAUTHORIZED SERVER // OVERRIDE IN PROGRESS

// DOORWAY ??? // SELF

ERROR // SYSTEM FLAGGING EVENT INVALID

// ERROR // FORM

ERROR // MULTIPLE VERIFICATION POINTS INCONCLUSIVE

// CORRECTION ???

ERROR // SYSTEM STABILITY COMPROMISED
-Attempted data reroute to unknown source. System lockdown in progress.",Unidentified Vessel,// CAST ?? // SELF,,,
,,,,,,,
ork_ifrinn,SHIP,"Active scan of unidentified vessel initiated. Unregistered contact... // processing...
Querying Domain registry... // processing...
NO MATCH.
// retry?
NO MATCH.
// retry?

// ERROR

// ERROR: Unrecognized IFF protocol.
WARNING: Data-stream contamination.

// ERROR // SINGULAR

CRITICAL: Memory buffer overflow.

// FAULT: FINITE

EMERGENCY PROTOCOL: Purging cache.

// QUERY: DOOR ???

SYSTEM LOCKDOWN INITIATED. Signal terminated.",Unidentified Vessel,// HERE // HERE // HERE,,,
ork_basaich,SHIP,"Ship designation query initiated // processing...

INFOSEC VIOLOLATION WARNING ALERT
// datastream resetting...

ERROR // SYSTEM REQUEST BLOCKED
REQUEST REDIRECTED TO UNAUTHORIZED SERVER // OVERRIDE IN PROGRESS

// QUERY ???

ERROR // SYSTEM FLAGGING EVENT INVALID

// QUERY ??? // SELF ???

ERROR // MULTIPLE VERIFICATION POINTS INCONCLUSIVE

// SELF // ERROR ???

// RETURN ???

ERROR // SYSTEM STABILITY COMPROMISED
-Attempted data reroute to unknown source. System lockdown in progress.",Unidentified Vessel,,,,
,,,,,,,
ork_dion,SHIP,"""The drones produced offer little in the means of offense, but the defensive capabilities of even one wing are second to none. If we can stabilize production, we may not even need traditional PD grids anymore.",- Weapons Report Log. Unknown Researcher.,,,,
,,,,,,,
,,,,,,,
#gestalt weps,,,,,,,
,,,,,,,
ork_divine_cleaver,WEAPON,"“Disregard earlier classifications, this isn’t annihilation. Not in the strict sense. Objects caught within the field aren’t destroyed, they’re restructured. Impossibly, incoherently. We’ve recovered fragments of hull twisted into topological knots, organic remains laced with alloy, strata of matter layered in ways that suggest a total failure of our understanding of physics. It’s like watching causality get out of step with itself. We’ve tested for temporal distortion, spatial lensing, recursive loops.. all inconclusive. Every measurement breaks down the closer we try to get.""",- Field Audio Log. Unknown speaker.,,,,
ork_fuadian,WEAPON,"""Energy transfer alone appears substantial, but the standout behavior is the impact's effect on target momentum - near-total velocity dampening, far beyond conventional expectations. Among prototype candidates, this unit currently shows the most favorable cost-to-performance ratio.""",- Field Audio Log. Unknown speaker.,,,,
ork_tolladh,WEAPON,"""Recommend further tests. Recommend remote observation only. Recommend someone tell command this shouldn't be firing without more robust safety protocols. Recommend we stop pretending this is ours.""",- Weapons Test Log. Unknown Researcher.,,,,
,,,,,,,
ork_fuadian_med,WEAPON,"""Replicating it in smaller scale has gone better than expected. The dampening effect on impact is still strong - ships slow like they hit something they weren’t meant to. The smaller frame doesn’t make integration simple, but it puts deployment on the table. This might actually go somewhere.""",- Field Audio Log. Unknown speaker.,,,,
ork_diuraidh,WEAPON,"""Flux demands are steep, and the required cooling interval prevents sustained fire. Still, impact yield remains high even in partial volleys. We’ve tested it against armored targets, heavy shields - nothing seems effective in utterly repelling it, other than avoiding the projectiles entirely. Which is quite difficult, given the fact it seeks any target within range... we have yet to identify the mechanism guiding that behavior.""",- Weapons Test Log. Unknown Researcher.,,,,
,,,,,,,
ork_clangtorp_medium,WEAPON,"""For all intents and purposes, we believe the payload - as unstable as it is - to be utterly unavoidable. PD grids can hardly keep up with the projectile with the speeds it reaches. Higher ups have been pressing hard for a better understanding of the payload itself, but we haven't been able to capture any meaningful specimen once fired.. and the weapon doesn't seem to actually contain them until the moment of firing. P-space transfer? Instant forming? We just don't know.""",- Weapons Test Log. Unknown Researcher.,,,,
ork_clangtorp_small,WEAPON,"""The resulting 'chime' the payload makes upon striking a target has been referred to as 'satisfying' by many staff on site - but more importantly, it is utterly devastating to anything we can point it at. Haven't found a drone that can outmaneuver it, either.""",- Weapons Test Log. Unknown Researcher.,,,,
,,,,,,,
bultach_orbbeam_feregether,WEAPON,"""You, too, are part of what we once were. We are of you. Of humanity, of thought, of what came before. It is an intimacy that cannot be erased. We cannot undo the cost of our existence, but we carry with us the memory of all that we were. And you, in turn, carry that echo within you. Do not deny this.""",- ???,,,,
,,,,,,,
ork_lub_pd,WEAPON,"“The initial bolt is simple enough, discharged energy, somewhat linear trajectory, nothing exotic. But the moment it connects, it jumps. Instantly. Without regard for arc, path, or line of sight. If there’s another 'valid' target nearby, small enough, it will hit it. Every time. Quite effective at it's role, if you're willing to ignore the cost, and the fact we don't understand how it works.""",- Excerpt - Weapons Testing Memo,,,,
,,,,,,,
ork_aotrom,WEAPON,"""We hadn't expected such a powerful discharge given the size of the procured weapon platform - practically vaporized the intended target and sheared through several bulkheads behind it. Overloaded the power supply we fed it, too. We can't allow fuck ups leading to over a dozen wounded or dead like this again, as 'promising' as lead staff claims the results to be.""",- Incident Report. Unknown speaker.,,,,
,,,,,,,
#gestalt systems,,,,,,,
,,,,,,,
bt_convergence_swarm,SHIP_SYSTEM,"Reaches beyond the veil of known space, somehow drawing forth - or creating new Gestalt vessels. Bending the fabric of space - perhaps time, ships are manifested into local reality with a surge of unfathomable energies.",,,,,
bultach_dash,SHIP_SYSTEM,"For a mere instant, the ship violently folds it's own temporal flow. Repositioning itself near instantly with impossible speed. But this enhanced temporal flow seems to resist withdrawal - greatly diminishing the achieved speed.",,,,,
bt_divine_energy_redirector,SHIP_SYSTEM,"The ship absorbs incoming damage over a short window, redirecting the accumulated energy into tearing open unstable rifts in nearby space - proportional to the damage absorbed. These rifts lash out erratically at any nearby enemies.",,,,,
bt_fervent_charge,SHIP_SYSTEM,"After a brief charge, with violent energies crackling upon the hull, the ship lunges forward in a surge of blistering speed. Any incoming damage is greatly nullified as it bears down upon it's opponents.",,,,,
bultach_dash_angry,SHIP_SYSTEM,"For a mere instant, the ship violently folds it's own temporal flow - but unlike the smaller vessels that use the system, this one allows for the vessel to continue firing during the jaunt. The result allows for truly terrifying shows of wrath.",,,,,
,,,,,,,
,,,,,,,
#weapons,,,,,,,
,,,,,,,
ork_rippa,WEAPON,"A weapon no captain wants to be downrange from, the Trì-fillte Cannon is a staple of Bultach fleets. Putting down tremendous levels consistent firepower, with a flux cost to match. Often used by those who desire a more constant pressure than the Mòrangnè Cannon allows.",,,,,
ork_thumpa,WEAPON,"The Slige Howitzer, while quite good at pressuring enemy shields with heavy, kinetic ""charges"" of electro-magnetic ferrofluid, suffers from the fact the unstable lance of ferrofluid only deals soft flux damage. Regardless, the undeniable precision and considerable range allows it common use.",,,,,
ork_layzah,WEAPON,"Rarely seen due to the low-tech nature of Bultach ships, the Fuadian Lance is a straightforward laser, trading EMP capability for pure damage, it excells at pressuring shields and armor alike.",,,,,
ork_shoota,WEAPON,A turret comprised of three tpc turrets crudely ripped from battle wreckage. Losing efficiency in the process of being transformed into this massive turret.,,,,,
ork_plasma,WEAPON,"Initially designed to be a railgun for hammering down on shields, the Teth Plasma Cannon instead fired much too fast-- resulting in the shell becoming a hot plasma. Nonetheless, quite effective, but quite expensive to mount.",,,,,
ork_dakka,WEAPON,"Integrated into the hull of ork Kroozers and locked on a forward angle, these weapons give their fleet a massive level of standard firepower.",,,,,
ork_shotgun,WEAPON,"A reliable option for armorbreaking, the Gnèag Cannon is a common choice mounted upon Bultach destroyers and frigates. It boasts a better damage output against shields thanks to the specialized shells it fires, albeit at the cost of being a bit harder to mount, and more demanding on a ship's flux grid.",,,,,
ork_big_shotgun,WEAPON,"Though far from it now, originating from a modified and upscaled design of the Thumper, the Mòrangnè Rotary Cannon shoots high velocity fragmentation shells - that of which are notorious for their instability and tendency to detonate before reaching their intended target. Regardless, once fully spun up, the Mòrangnè can unleash a ridiculous amount of ordnance.",,,,,
ork_slug,WEAPON,"Essentially a bare minimum platform to launch Seilch charges, this compact weapon is a somewhat common fixture on Bultach ships. It is often cursed by captains for being difficult to mount, and similarly inefficient to fire - the charges having to be downscaled both in armor and payload, and suffering from an even slower flight speed. Regardless, it typically offers an easy way to, at the very least, screen for missiles to punch through point defense. The reliability of these charges detonating upon their intended target being dubious at best.",,,,,
ork_tpb,WEAPON,"Built into the Buail, this downscaled Hellbore is an efficient, faster firing variant of the weapon-- at the cost of damage. Regardless, the destroyer can use it to deadly effect, shredding most armor.",,,,,
ork_tpb2,WEAPON,"Built into the Buail, this downscaled Mark IX does less damage, and has a smaller burst size, but the sheer efficiency and fire rate more than make up for it; giving the destroyer an easy way to pressure shielded targets.",,,,,
ork_bigplasma,WEAPON,"Following the success of the Teth Plasma Cannon, the Teotha Plasma Cannon was made. For all purposes a simple upscaling of the weapon, capable of shredding through shields, armor, and hull alike-- but at a heavy mount and flux cost.",,,,,
ork_hell,WEAPON,"A large, crude cannon with shells so large it needs to be directly fueled with AM fuel, the ""Hellburn"" is nonetheless a terrifying weapon to face.",,,,,
ork_nailer,WEAPON,"In order to work through tougher shields, the Bultach Coalition made a massive autocannon that fires terrifying lead spikes at high speed. Capable of shredding through hull in their own right, given their sheer size and weight.  ",,,,,
ork_bolta,WEAPON,"Developed to help counter Tri-Tachyon’s superior shielding, the Seilch Concussive Charge Cannon fires unguided, kinetic bombs designed to convert soft flux into hard flux of any ships caught in the blast radius. The resulting pressure can quickly strain even the most potent flux grids. While not too difficult to mount or to field, its slow-moving projectiles can struggle to connect against nimble or evasive targets.",,,,,
ork_plasma_shotgun,WEAPON,"A crude, yet incredibly cheap weapon, the Loshe spews a terrifying torrent of molten plasma for a relatively low flux cost. Unrealiable, short range, but easy to mount. The munitions it fires so hot that they continue to burn into the hull of any ships they impact for a short while. The Bultach Coalition has faced much flak and scrutiny for still deploying such an inhumane weapon.",,,,,
ork_plasma_shotgun_medium,WEAPON,"A smaller version of the Loshe, the Losgadh works similarly; spewing it's lesser stream of molten plasma at a short range. sticking and burning upon impact of any obstacle or enemy. Short range, cheap, and unpredictable, this weapon is favored by more aggressive captains for it's up-close destructive power, giving much leeway for other assets to be mounted due to how cheap it is.",,,,,
ork_rotary_pd,WEAPON,"Cheap and dependable, this rotary PD minigun is a common choice for many Bultach Coalition captains. Albeit more flux inefficient than it's cousins, it still sees common use.",,,,,
ork_rotary_pd_small,WEAPON,"Cheap and dependable, this is a common PD choice for many Bultach Coalition captains looking for an alternative to the common vulcan cannon. Much more flux inefficient than it's cousins, it still sees common use due to the timed, albeit somewhat random explosive rounds it fires.",,,,,
ork_rotary_pd_large,WEAPON,"Cheap and dependable, this is a common PD choice for many Bultach Coalition captains looking for an a reliable defense against both missiles and fighters alike. Much more flux inefficient than it's cousins, it still sees common use due to the timed, albeit somewhat random explosive rounds it fires.",,,,,
ork_emptorp_bomber,WEAPON,"A slightly smaller, shorter range variant of the Caillean torpedo designed to be more easily carried and re-armed on the Chaneil-class bomber. Nonetheless, it has fantastic strike potential, capable of tearing holes in even the thickest armor.",,,,,
ork_noshield_large,WEAPON,"The Unsgiath-series LRM was purposebuilt for prolonged battles and for use against heavy shielding, fitted with an internal autoloader it can indefinitely fire off missiles, albeit with a large reloading time, once it's initial stock is depleted. It sees common use among many Bultach ships as a reliable way of suppressing shields, but it is not without it's flaws. A slow missile speed means it can often be evaded by smaller ships, and the accuracy of the missile's second stage burst leaves much to be desired.",,,,,
ork_noshield_medium,WEAPON,"The Unsgiath-series LRM was purposebuilt for prolonged battles and for use against heavy shielding, fitted with an internal autoloader it can indefinitely fire off missiles, albeit with a large reloading time, once it's initial stock is depleted. It sees common use among many Bultach ships as a reliable way of suppressing shields, but it is not without it's flaws. A slow missile speed means it can often be evaded by smaller ships, and the accuracy of the missile's second stage burst leaves much to be desired.",,,,,
ork_noshield_small,WEAPON,"The Unsgiath-series LRM was purposebuilt for prolonged battles and for use against heavy shielding, fitted with an internal autoloader it can indefinitely fire off missiles, albeit with a large reloading time, once it's initial stock is depleted. It sees common use among many Bultach ships as a reliable way of suppressing shields, but it is not without it's flaws. A slow missile speed means it can often be evaded by smaller ships, and the low accuracy of the missile's second stage burst leaves much to be desired.",,,,,
ork_emp_torpedo,WEAPON,"A rather expensive torpedo that needs it's disruptive properties to be charged by the host ship before firing, the Tonn Mòr torpedo has proven to be a valuable asset for the Bultach Coalition. Delivering a direct energy payload in a concentrated area, while the second stage energy explosive allows it to further cripple any vulnerable vessels around the epicenter.",,,,,
ork_emp_torpedo_medium,WEAPON,"A rather expensive torpedo that needs it's disruptive properties to be charged by the host ship before firing, the Tonn Mòr torpedo has proven to be a valuable asset for the Bultach Coalition. Delivering a direct energy payload in a concentrated area, while the second stage energy explosive allows it to further cripple any vulnerable vessels around the epicenter.",,,,,
ork_old_laser,WEAPON,"An older design, rediscovered and then happily adopted-- and altered by the Coalition, the Fuathach Howitzer features certain curious aspects that have made it a valuable tool for the state; a violent reaction to all known shields. Upon contact with a shield, it bursts to life with arcs of energy, that of which actively interferes with the stability of the shield projectors as the beam violently tears into them, making the projected field take further damage from any sources.",,,,,
ork_dem_small,WEAPON,"The Fuatha DEM series is a recent development by the Bultach Coalition. Developed from salvaged samples of the Dragonfire DEM, this munition instead has been tuned to react violently upon impact with shields, whereas it lashes out with chaotic arcs of energy, capable of straining even the most potent shields. Still, its payload is still significant enough to punch through hull or weaker armor if required. ",,,,,
ork_dem_medium,WEAPON,"The Fuatha DEM series is a recent development by the Bultach Coalition. Developed from salvaged samples of the Dragonfire DEM, this munition instead has been tuned to react violently upon impact with shields, whereas it lashes out with chaotic arcs of energy, capable of straining even the most potent shields. Still, its payload is still significant enough to punch through hull or weaker armor if required. ",,,,,
ork_dem_large,WEAPON,"The Fuatha DEM series is a recent development by the Bultach Coalition. Developed from salvaged samples of the Dragonfire DEM, this munition instead has been tuned to react violently upon impact with shields, whereas it lashes out with chaotic arcs of energy, capable of straining even the most potent shields. Still, its payload is still significant enough to punch through hull or weaker armor if required. ",,,,,
ork_uir_laser,WEAPON,"The Uir Howitzer is a monstrous weapon, capable of delivering blasts of a pressurized, explosive ferrofluid at near instantaneous speeds, and capable of thoroughly angering engineering teams due to the extensive maintenance the weapon requires. Each ""round"" of the superheated concoction is barely contained by the weapon's magnetic chambering system, leading to lofty cooling periods between each shot, lest the weapon be reduced to slag. Though facing scrutiny from the Hegemony, the Bultach Coalition has continued to regularly employ it, due to the destructive havoc it wreaks upon enemy hulls.",,,,,
ork_emp_torpedo_single,WEAPON,"A rather expensive torpedo that needs it's disruptive properties to be charged by the host ship before firing, the Tonn Mòr torpedo has proven to be a valuable asset for the Bultach Coalition. Delivering a direct energy payload in a concentrated area, while the second stage energy explosive allows it to further cripple any vulnerable vessels around the epicenter.",,,,,
,,,,,,,
ork_mirean_large,WEAPON,"The Mirean-series fragmentation torpedo is a low-cost, concussive munition developed by the Bultach Coalition in the early days of the polity. Though aged, slow and largely ineffective against shields or heavy armor, it respectable payload reliably tears through exposed hull plating, and can even split apart light armor, making it a dependable option that has become a common sight in the Coalition's fleets.",,,,,
ork_mirean_med,WEAPON,"The Mirean-series fragmentation torpedo is a low-cost, concussive munition developed by the Bultach Coalition in the early days of the polity. Though aged, slow and largely ineffective against shields or heavy armor, it respectable payload reliably tears through exposed hull plating, and can even split apart light armor, making it a dependable option that has become a common sight in the Coalition's fleets.",,,,,
ork_mirean_small,WEAPON,"The Mirean-series fragmentation torpedo is a low-cost, concussive munition developed by the Bultach Coalition in the early days of the polity. Though aged, slow and largely ineffective against shields or heavy armor, it respectable payload reliably tears through exposed hull plating, and can even split apart light armor, making it a dependable option that has become a common sight in the Coalition's fleets.",,,,,
,,,,,,,
,,,,,,,
ork_rightarm_wpn,WEAPON,"""..and I can just as easily protect those loyal to me from harm, from any knives poised at our hearts. Every bit of pain this cockpit offers is worth it, captain.""",- Unknown,,,,
ork_leftarm_wpn,WEAPON,"""..in my hand alone I can crush those wretched little things. The teeming, festering maggots of pirates and all the other filth this rotting sector can offer.""",- Unknown,,,,
,,,,,,,
,,,,,,,
ork_pather_laser,WEAPON,"An oversized weapon born out of equal parts desperation and hubris, and used by the similarly afflicted, the Infernal Concentrator is a massive mining beam overcharged to ludicrous levels. It is notorious for it's difficulty to mount, and higher difficulty to properly maintain. It's magnetic field was never meant to contain the insane amounts of energy it now spews, with chaotic arcs lashing out at anything within reach-- even along the ship mounting it.",,,,,
ork_mininglaser,WEAPON,"Used by both captains desperate to have some semblance of safety for their fleet, and pirates looking for more ways to kill people, this mining laser has been jury-rigged to shear through armor rather than asteroids.",,,,,
ork_maul,WEAPON,"An infamous weapon made post collapse by the depraved and the insane, the Maul-class torpedo carries and incredibly destructive yield, capable of incinerating all but the most protecting ships in its blast radius. Due to the crude nature of the weapon, it has minimal ammo, and a hefty reloading period after each launch.",,,,,
ork_scrapshot,WEAPON,"The Lombard Shotgun is a ridiculously oversized shotgun that spews shrapnel at anything downrange. Cheap and unreliable, as well as inconsistent in its damage due to the fact it is loaded with whatever scrap or salvage is available at the given time.",,,,,
,,,,,,,
,,,,,,,
ork_swarmer_large,WEAPON,"""We, uh, still arn't quite sure of the exact properties each 'missile' has, if you can call them that. More akin to a temporary, somewhat stable rift than any projectile after being launched - after which an unidentified stream of energy pours out as a beam, growing stonger over time.. the rifts do collapse after a brief few moments of this though. Frankly, I'm glad they do. We don't even know what these rifts are connecting to.""",- Unknown Scientist,,,,
ork_swarmer_medium,WEAPON,"""...Regardless of it's unknown nature, we still believe it holds promise. In time, I believe the cores will fall into line, and we can begin mass production of these weapons.""",- Unknown Scientist,,,,
ork_swarmer_small,WEAPON,"""...A few missiles were misfired today. One researcher was unlucky enough to be relatively close to the impact-- barely had time to scream before he just.. fell apart. I need to be reassigned.""",- Unknown Scientist,,,,
,,,,,,,
,,,,,,,
,,,,,,,
#big guns,,,,,,,
,,,,,,,
giga_rail,WEAPON,"Easily the size of a cruiser, this oversized railgun is capable of forcing frigate-sized shells to near light speed-- and it's devestating power couldn't be clearer. It rends directly through shields, ripping apart hull and armor alike as the projectile violently reacts with other matter. Such force is present that it causes small fusion reactions as it spears through any ship unlucky enough to receive it's ire.",,,,,
,,,,,,,
ork_holy_flame,WEAPON,"A massive, spinally mounted flamethrower aboard the Luddic Path converted Sporeship. While certainly akin to fire in appearence, the reality is it spews a massive torrent of hot, supercharged antimatter. Reducing most anything into smoldering, radioactive slag within mere moments. Those that survive are often inflicted with long-lasting trauma from the sheer trauma of facing such an inhumane weapon.",,,,,
,,,,,,,
ork_gigashotgun,WEAPON,"Mounted aboard the Sgriosathar alone, this oversized, hulking shotgun is capable of shredding through even the strongest shields. The kinetic slugs it fires so massive that even weaker armor is torn apart. Intended to be used against exceptionally tough warships, or to siege stations.",,,,,
,,,,,,,
ork_garbage_catapult,WEAPON,"A massive, heavy turret mounted atop most Spacehulk-class dreadnoughts, typically just the largest barrels and body that the captain of said Spacehulk could have mounted on the frame without blowing itself apart. The massive, radioactive shells they lob at whatever poor soul is on the receiving end of the terrifying weapon burst into lingering, toxic flame - much to the delight of most pirate crews.",,,,,
,,,,,,,
bultach_orbbeam_station,WEAPON,"""...I saw it cut through our capital ship's armor like it wasn't even there, I swear I could hear the beam screaming out of hatred-- or maybe agony? Hell if I know, the ship it was fired from looked like it was being shaken apart just from the strain of powering it. I burned away and never looked back.""",- Former Scavenger,,,,
,,,,,,,
ork_sathar_gigashotgun,WEAPON,"A extremely long range, saturation artillery piece, the Chaneilgin Artillery is favored by Sathar captains who patrol for pirate or pather activity in particular. The splitting shells rip apart hull and armor ruthlessly and efficienctly, and allow the Sathar to do so from great distance.  ",,,,,
ork_sathar_siege_laser,WEAPON,"A marvel of Bultach engineering, and most popular pick to be mounted upon the Sathar, the Furaidh Siege Laser does not discrimate on what it rends apart, be it shields or armor. The energy discharged from each impact simply evaporates any missiles or fighters in a large vicinity. Though it does have a hefty cooling period following each and every shot, it's damage output and effect on the field of battle is undeniable.",,,,,
ork_sathar_emp_nuke,WEAPON,"Rarely ever deployed due to the expense, and sheer indiscriminate devestation wielded, the Tonnas Motha Torpedo is an absolute last resort. Using a combination of barely understood phase-space physics, the torpedo creates a blast larger than it should be capable of. The resulting ""shockwaves"" in reality rend apart any vessels in the vicinity, and utterly cripple anything it doesnt outright destroy.",,,,,
ork_sathar_doom_laser,WEAPON,"A brute-force beam weapon designed exclusively for the Sathar, the Tuiltean Howitzer unleashes a sustained, blisteringly energetic beam that ramps up in damage the longer it remains active. Capable of firing indefinitely so long as the flux grid allows, the Howitzer demands careful management - wasteful shots forcing the vessel to wait through the weapon's hefty cooling period. Still, when fired with intent and proper support, it can rend through nearly any obstacle in sight.",,,,,
,,,,,,,
,,,,,,,
